"Branch ID";"Buyer";"PO Num";"Verbal PO";"Supplier Code";"Supplier Name";"Type";"PO Type";"Reference";"CREATED-DATE";"PO Status";"Ext. Cost"
"10NJ";"OTISJ";"12260";"";"HINCH";"HINCHMAN ARCHITECTURAL MILL";"PO";"NONSTOCK";"";"11/04/2024";"Open";"0.00"
"10NJ";"OTISJ";"12262";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"11/04/2024";"Open";"0.00"
"10NJ";"OTISJ";"12281";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"11/05/2024";"Open";"5,040.00"
"10NJ";"OTISJ";"12284";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/05/2024";"Closed";"29.20"
"10NJ";"OTISJ";"12308";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/05/2024";"Open";"99.48"
"10NJ";"OTISJ";"12312";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/06/2024";"Open";"16.17"
"10NJ";"OTISJ";"12337";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/07/2024";"Open";"105.54"
"10NJ";"OTISJ";"12340";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"11/07/2024";"Open";"50.88"
"10NJ";"OTISJ";"12391";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"11/08/2024";"Open";"0.00"
"10NJ";"OTISJ";"12406";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/08/2024";"Open";"80.45"
"10NJ";"PMATOS";"11257";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"DIRECT";"";"09/25/2024";"Canceled";"17.26"
"10NJ";"RWALTERS";"10279";"";"RESIN";"RESINART EAST, INC";"PO";"NONSTOCK";"";"08/20/2024";"Canceled";"0.00"
"10NJ";"RWALTERS";"10280";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/20/2024";"Closed";"242.90"
"10NJ";"RWALTERS";"10282";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"08/20/2024";"Closed";"1,360.00"
"10NJ";"RWALTERS";"10295";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"STOCK";"";"08/21/2024";"Closed";"26,751.30"
"10NJ";"RWALTERS";"10309";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"DIRECT";"";"08/21/2024";"Closed";"7,749.33"
"10NJ";"RWALTERS";"10310";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/21/2024";"Closed";"194.32"
"10NJ";"RWALTERS";"10324";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"STOCK";"";"08/22/2024";"Closed";"27,062.40"
"10NJ";"RWALTERS";"10333";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/22/2024";"Closed";"62.46"
"10NJ";"RWALTERS";"10339";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"08/22/2024";"Closed";"196.00"
"10NJ";"RWALTERS";"10350";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"DIRECT";"";"08/22/2024";"Closed";"17.26"
"10NJ";"RWALTERS";"10359";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"08/23/2024";"Closed";"3,680.00"
"10NJ";"RWALTERS";"10364";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"08/23/2024";"Closed";"4,475.52"
"10NJ";"RWALTERS";"10369";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/23/2024";"Closed";"73.72"
"10NJ";"RWALTERS";"10376";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"08/23/2024";"Closed";"10.48"
"10NJ";"RWALTERS";"10437";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"08/27/2024";"Closed";"1,089.00"
"10NJ";"RWALTERS";"10440";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/27/2024";"Closed";"107.05"
"10NJ";"RWALTERS";"10535";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"08/28/2024";"Closed";"2,645.91"
"10NJ";"RWALTERS";"10536";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"08/28/2024";"Closed";"2,798.67"
"10NJ";"RWALTERS";"10545";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/28/2024";"Closed";"46.92"
"10NJ";"RWALTERS";"10555";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/28/2024";"Closed";"27.61"
"10NJ";"RWALTERS";"10621";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"08/30/2024";"Closed";"1,243.20"
"10NJ";"RWALTERS";"10624";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"08/30/2024";"Closed";"33.26"
"10NJ";"RWALTERS";"10627";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"09/03/2024";"Closed";"3,068.00"
"10NJ";"RWALTERS";"10636";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/03/2024";"Closed";"3,374.12"
"10NJ";"RWALTERS";"10665";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/04/2024";"Closed";"492.08"
"10NJ";"RWALTERS";"10667";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"09/04/2024";"Closed";"3,035.40"
"10NJ";"RWALTERS";"10691";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/04/2024";"Closed";"72.86"
"10NJ";"RWALTERS";"10698";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"09/05/2024";"Closed";"291.36"
"10NJ";"RWALTERS";"10722";"";"HINCH";"HINCHMAN ARCHITECTURAL MILL";"PO";"STOCK";"";"09/05/2024";"Closed";"2,405.00"
"10NJ";"RWALTERS";"10724";"";"HINCH";"HINCHMAN ARCHITECTURAL MILL";"PO";"STOCK";"";"09/05/2024";"Closed";"592.00"
"10NJ";"RWALTERS";"10739";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/06/2024";"Closed";"3,358.72"
"10NJ";"RWALTERS";"10779";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/09/2024";"Closed";"105.20"
"10NJ";"RWALTERS";"10782";"";"GSMILL";"GS MILLWORK";"PO";"STOCK";"";"09/09/2024";"Closed";"3,848.30"
"10NJ";"RWALTERS";"10783";"";"RESIN";"RESINART EAST, INC";"PO";"STOCK";"";"09/09/2024";"Closed";"1,972.50"
"10NJ";"RWALTERS";"10789";"";"RESIN";"RESINART EAST, INC";"PO";"NONSTOCK";"";"09/10/2024";"Closed";"430.90"
"10NJ";"RWALTERS";"10792";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/10/2024";"Closed";"57.58"
"10NJ";"RWALTERS";"10796";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/10/2024";"Closed";"1,939.52"
"10NJ";"RWALTERS";"10804";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/10/2024";"Closed";"1,769.65"
"10NJ";"RWALTERS";"10842";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/11/2024";"Closed";"39.03"
"10NJ";"RWALTERS";"10843";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"09/11/2024";"Canceled";"0.00"
"10NJ";"RWALTERS";"10849";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/11/2024";"Closed";"0.00"
"10NJ";"RWALTERS";"10865";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"09/12/2024";"Closed";"53.90"
"10NJ";"RWALTERS";"10866";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"09/12/2024";"Canceled";"53.90"
"10NJ";"RWALTERS";"10915";"";"IKE";"IKE TRADING CO. LTD.";"PO";"DIRECT";"";"09/13/2024";"Closed";"19,353.60"
"10NJ";"RWALTERS";"10920";"";"GSMILL";"GS MILLWORK";"PO";"STOCK";"";"09/13/2024";"Closed";"5,040.00"
"10NJ";"RWALTERS";"10934";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"09/16/2024";"Closed";"512.00"
"10NJ";"RWALTERS";"10935";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"09/16/2024";"Closed";"256.00"
"10NJ";"RWALTERS";"10936";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/16/2024";"Closed";"299.45"
"10NJ";"RWALTERS";"10945";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/16/2024";"Closed";"30.70"
"10NJ";"RWALTERS";"10951";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"NONSTOCK";"";"09/16/2024";"Closed";"12,313.04"
"10NJ";"RWALTERS";"10952";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"NONSTOCK";"";"09/16/2024";"Closed";"9,271.33"
"10NJ";"RWALTERS";"10954";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/16/2024";"Closed";"118.37"
"10NJ";"RWALTERS";"10963";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/17/2024";"Closed";"39.04"
"10NJ";"RWALTERS";"10994";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/18/2024";"Closed";"237.00"
"10NJ";"RWALTERS";"10996";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/18/2024";"Closed";"217.94"
"10NJ";"RWALTERS";"11013";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/18/2024";"Closed";"187.67"
"10NJ";"RWALTERS";"11029";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"09/18/2024";"Open";"8,546.07"
"10NJ";"RWALTERS";"11031";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"09/18/2024";"Closed";"2,645.91"
"10NJ";"RWALTERS";"11037";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/19/2024";"Closed";"196.37"
"10NJ";"RWALTERS";"11047";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/19/2024";"Closed";"318.11"
"10NJ";"RWALTERS";"11054";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"09/19/2024";"Closed";"98.58"
"10NJ";"RWALTERS";"11058";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"09/19/2024";"Closed";"404.82"
"10NJ";"RWALTERS";"11074";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/20/2024";"Closed";"63.10"
"10NJ";"RWALTERS";"11079";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/20/2024";"Canceled";"1,612.16"
"10NJ";"RWALTERS";"11084";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/20/2024";"Closed";"390.60"
"10NJ";"RWALTERS";"11122";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"09/23/2024";"Closed";"53.90"
"10NJ";"RWALTERS";"11269";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"09/26/2024";"Open";"8,811.23"
"10NJ";"RWALTERS";"11274";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"09/26/2024";"Closed";"64.32"
"10NJ";"RWALTERS";"11308";"";"RESIN";"RESINART EAST, INC";"PO";"NONSTOCK";"";"09/27/2024";"Closed";"41.66"
"10NJ";"RWALTERS";"11321";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/27/2024";"Closed";"421.60"
"10NJ";"RWALTERS";"11337";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"09/30/2024";"Closed";"2,515.00"
"10NJ";"RWALTERS";"11347";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/30/2024";"Closed";"41.92"
"10NJ";"RWALTERS";"11353";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"09/30/2024";"Closed";"35.76"
"10NJ";"RWALTERS";"11356";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/01/2024";"Closed";"5,793.06"
"10NJ";"RWALTERS";"11376";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/01/2024";"Closed";"324.00"
"10NJ";"RWALTERS";"11377";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/01/2024";"Closed";"432.10"
"10NJ";"RWALTERS";"11380";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/01/2024";"Canceled";"0.00"
"10NJ";"RWALTERS";"11397";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"NONSTOCK";"";"10/02/2024";"Canceled";"10,739.30"
"10NJ";"RWALTERS";"11403";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"10/02/2024";"Closed";"270.40"
"10NJ";"RWALTERS";"11438";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/04/2024";"Closed";"53.62"
"10NJ";"RWALTERS";"11440";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/04/2024";"Canceled";"0.00"
"10NJ";"RWALTERS";"11472";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"10/07/2024";"Closed";"26.95"
"10NJ";"RWALTERS";"11487";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/07/2024";"Closed";"3,467.52"
"10NJ";"RWALTERS";"11517";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/08/2024";"Open";"5,334.68"
"10NJ";"RWALTERS";"11526";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/08/2024";"Open";"3,295.95"
"10NJ";"RWALTERS";"11527";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/08/2024";"Open";"6,493.86"
"10NJ";"RWALTERS";"11529";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"STOCK";"";"10/08/2024";"Canceled";"0.00"
"10NJ";"RWALTERS";"11531";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"NONSTOCK";"";"10/08/2024";"Open";"11,720.88"
"10NJ";"RWALTERS";"11532";"";"PVM";"POWELL VALLEY MILLWORK";"PO";"NONSTOCK";"";"10/08/2024";"Open";"11,457.96"
"10NJ";"RWALTERS";"11537";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/08/2024";"Open";"10,798.08"
"10NJ";"RWALTERS";"11540";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/08/2024";"Closed";"248.64"
"10NJ";"RWALTERS";"11558";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"STOCK";"";"10/09/2024";"Closed";"2,835.00"
"10NJ";"RWALTERS";"11561";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/09/2024";"Closed";"401.81"
"10NJ";"RWALTERS";"11565";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/09/2024";"Closed";"3,915.00"
"10NJ";"RWALTERS";"11574";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"DIRECT";"";"10/09/2024";"Open";"50,011.05"
"10NJ";"RWALTERS";"11581";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/09/2024";"Closed";"16.73"
"10NJ";"RWALTERS";"11586";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/09/2024";"Canceled";"263.78"
"10NJ";"RWALTERS";"11591";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/10/2024";"Closed";"21.56"
"10NJ";"RWALTERS";"11600";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/10/2024";"Closed";"55.53"
"10NJ";"RWALTERS";"11628";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/10/2024";"Closed";"473.40"
"10NJ";"RWALTERS";"11636";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/11/2024";"Closed";"1,882.64"
"10NJ";"RWALTERS";"11648";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/11/2024";"Closed";"85.09"
"10NJ";"RWALTERS";"11677";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/14/2024";"Closed";"190.00"
"10NJ";"RWALTERS";"11691";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/14/2024";"Closed";"73.50"
"10NJ";"RWALTERS";"11718";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/15/2024";"Closed";"346.98"
"10NJ";"RWALTERS";"11734";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/15/2024";"Closed";"240.00"
"10NJ";"RWALTERS";"11735";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/15/2024";"Closed";"37.92"
"10NJ";"RWALTERS";"11766";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/16/2024";"Closed";"24.97"
"10NJ";"RWALTERS";"11777";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/17/2024";"Closed";"2,016.00"
"10NJ";"RWALTERS";"11788";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"10/17/2024";"Closed";"60.00"
"10NJ";"RWALTERS";"11791";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/17/2024";"Closed";"8,936.32"
"10NJ";"RWALTERS";"11815";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/18/2024";"Open";"460.62"
"10NJ";"RWALTERS";"11818";"";"ARAUCO";"ARAUCO NORTH AMERICA INC";"PO";"NONSTOCK";"";"10/18/2024";"Closed";"35,320.32"
"10NJ";"RWALTERS";"11824";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/18/2024";"Closed";"280.56"
"10NJ";"RWALTERS";"11829";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/18/2024";"Closed";"37.16"
"10NJ";"RWALTERS";"11850";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/21/2024";"Closed";"28.79"
"10NJ";"RWALTERS";"11939";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/21/2024";"Open";"1,389.76"
"10NJ";"RWALTERS";"11949";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/22/2024";"Closed";"5,076.00"
"10NJ";"RWALTERS";"11952";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/22/2024";"Closed";"120.84"
"10NJ";"RWALTERS";"11954";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/22/2024";"Closed";"3,200.00"
"10NJ";"RWALTERS";"11975";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/22/2024";"Closed";"103.68"
"10NJ";"RWALTERS";"11976";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/22/2024";"Open";"3,094.85"
"10NJ";"RWALTERS";"11977";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/22/2024";"Open";"2,696.37"
"10NJ";"RWALTERS";"11978";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/22/2024";"Open";"2,450.30"
"10NJ";"RWALTERS";"11979";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/22/2024";"Open";"3,081.52"
"10NJ";"RWALTERS";"11989";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"10/23/2024";"Open";"1,118.88"
"10NJ";"RWALTERS";"11990";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"NONSTOCK";"";"10/23/2024";"Open";"1,569.96"
"10NJ";"RWALTERS";"12021";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"10/24/2024";"Open";"2,400.55"
"10NJ";"RWALTERS";"12040";"";"RESIN";"RESINART EAST, INC";"PO";"STOCK";"";"10/24/2024";"Open";"5,225.40"
"10NJ";"RWALTERS";"12041";"";"RESIN";"RESINART EAST, INC";"PO";"STOCK";"";"10/24/2024";"Open";"2,916.51"
"10NJ";"RWALTERS";"12042";"";"RESIN";"RESINART EAST, INC";"PO";"STOCK";"";"10/24/2024";"Open";"2,010.98"
"10NJ";"RWALTERS";"12112";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"10/29/2024";"Closed";"395.40"
"10NJ";"RWALTERS";"12132";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/29/2024";"Closed";"62.46"
"10NJ";"RWALTERS";"12154";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/30/2024";"Open";"262.80"
"10NJ";"RWALTERS";"12183";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"10/31/2024";"Open";"199.04"
"10NJ";"RWALTERS";"12192";"";"NBEAD";"NANTUCKET BEADBOARD CO";"PO";"NONSTOCK";"";"10/31/2024";"Open";"4,564.00"
"10NJ";"RWALTERS";"12195";"";"GSMILL";"GS MILLWORK";"PO";"STOCK";"";"10/31/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12196";"";"GSMILL";"GS MILLWORK";"PO";"STOCK";"";"10/31/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12198";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"10/31/2024";"Closed";"82.43"
"10NJ";"RWALTERS";"12200";"";"LEN";"LENOBLE LUMBER CO., INC.";"PO";"NONSTOCK";"";"11/01/2024";"Closed";"164.80"
"10NJ";"RWALTERS";"12211";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"11/01/2024";"Closed";"24.24"
"10NJ";"RWALTERS";"12265";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/05/2024";"Open";"21.56"
"10NJ";"RWALTERS";"12267";"";"GSMILL";"GS MILLWORK";"PO";"STOCK";"";"11/05/2024";"Open";"32.50"
"10NJ";"RWALTERS";"12269";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"11/05/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12270";"";"PINELLI";"PINELLI UNIVERSAL";"PO";"NONSTOCK";"";"11/05/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12278";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/05/2024";"Open";"114.35"
"10NJ";"RWALTERS";"12310";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/06/2024";"Open";"86.74"
"10NJ";"RWALTERS";"12320";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"11/06/2024";"Open";"4,278.00"
"10NJ";"RWALTERS";"12324";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/06/2024";"Open";"550.28"
"10NJ";"RWALTERS";"12332";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/06/2024";"Open";"119.86"
"10NJ";"RWALTERS";"12333";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/06/2024";"Open";"119.86"
"10NJ";"RWALTERS";"12369";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"11/07/2024";"Open";"2,418.33"
"10NJ";"RWALTERS";"12375";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"DIRECT";"";"11/07/2024";"Canceled";"29,670.16"
"10NJ";"RWALTERS";"12376";"";"NUCDR";"JAIN AMERICAS, INC. - NUCEDAR";"PO";"DIRECT";"";"11/07/2024";"Open";"31,170.16"
"10NJ";"RWALTERS";"12389";"";"MONTE";"J.H. MONTEATH";"PO";"NONSTOCK";"";"11/08/2024";"Open";"232.80"
"10NJ";"RWALTERS";"12401";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/08/2024";"Open";"24.19"
"10NJ";"RWALTERS";"12413";"";"GSMILL";"GS MILLWORK";"PO";"NONSTOCK";"";"11/08/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12418";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/11/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12419";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/11/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12426";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/11/2024";"Open";"0.00"
"10NJ";"RWALTERS";"12442";"";"RESIN";"RESINART EAST, INC";"PO";"DIRECT";"";"11/11/2024";"Open";"0.00"
"10NJ";"RWINTHER";"11724";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/15/2024";"Canceled";"0.00"
"10NJ";"RWINTHER";"11726";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/15/2024";"Canceled";"0.00"
"10NJ";"RWINTHER";"11728";"********TEST!!!!  DO";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"********TEST!!!!  DO";"10/15/2024";"Canceled";"1.00"
"10NJ";"RWINTHER";"11731";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/15/2024";"Canceled";"0.00"
"10NJ";"STEPHENM";"10668";"";"FAREA";"FAR EAST AMERICAN";"PO";"STOCK";"";"09/04/2024";"Open";"20,048.00"
"10NJ";"STEPHENM";"10669";"";"FAREA";"FAR EAST AMERICAN";"PO";"STOCK";"";"09/04/2024";"Open";"20,048.00"
"10NJ";"STEPHENM";"10670";"";"FAREA";"FAR EAST AMERICAN";"PO";"STOCK";"";"09/04/2024";"Open";"20,048.00"
"10NJ";"STEPHENM";"10671";"";"FAREA";"FAR EAST AMERICAN";"PO";"STOCK";"";"09/04/2024";"Open";"20,048.00"
"10NJ";"STEPHENM";"10982";"";"ARGO";"ARGO FINE IMPORTS LLC";"PO";"STOCK";"";"09/17/2024";"Closed";"21,120.00"
"10NJ";"STEPHENM";"10983";"";"ARGO";"ARGO FINE IMPORTS LLC";"PO";"STOCK";"";"09/17/2024";"Closed";"21,120.00"
"10NJ";"STEPHENM";"11081";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"09/20/2024";"Closed";"21,290.46"
"10NJ";"STEPHENM";"11685";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/14/2024";"Open";"22,457.76"
"10NJ";"STEPHENM";"11686";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/14/2024";"Open";"22,457.76"
"10NJ";"STEPHENM";"11687";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/14/2024";"Open";"19,824.00"
"10NJ";"STEPHENM";"11688";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/14/2024";"Open";"22,077.12"
"10NJ";"STEPHENM";"11689";"";"IKE";"IKE TRADING CO. LTD.";"PO";"STOCK";"";"10/14/2024";"Open";"19,488.00"
